A: ムーリエルは２０歳になりました。	Muiriel is 20 now.#ID=1282_4707
A: 今まで、一度、糖が出たことがありますが、今回は蛋白のみでした。	Until now sugar had been detected in my urine once, however this time there is only albumin.#ID=280074_123921
A: 当日券はありますか。	Do you have today's tickets?#ID=280033_123962
A: 当然彼は昇進させられるべきだ。	He deserves to be promoted.#ID=279982_124013
A: 当地の人々は寒さに慣れている。	The people here are accustomed to the cold.#ID=279921_124074
A: 今日一日当ても無くうろうろした。	I wandered about aimlessly all day.#ID=279882_124113
A: 東洋の陶器に興味があります。	I have an interest in Oriental ceramics.#ID=279842_124151
A: ロンドンの人口より東京の人口の方が多い。	The population of Tokyo is greater than that of London.#ID=279767_124227
A: 東京の郊外に住む両親や弟は大震災で死んだ。	My parents and little brother, who lived in the suburbs of Tokyo, died in the big earthquake.#ID=1902893_124235
A: 東京では、段ボールが家という人もいる。	For some people, home is a cardboard carton in Tokyo.#ID=279719_124275
A: 東京・大阪間の距離は１０キロぐらいと聞きました。	I heard that the distance between Tokyo and Osaka is about 10 km.#ID=279709_124285
A: 東加古川行きの電車は何番線から出ますか。	From which platform does the train to Higasikakogawa leave?#ID=279703_124291
A: 怒鳴ってはいけません。	Don't shout.#ID=279585_124409
A: トマス君、努力してよ！	Thomas, make some effort!#ID=279472_124522
A: アルシェスト君の家族が、お行儀よく食べている。	Alceste's family is eating with proper manners.#ID=279467_124527
A: ご都合の良いときにいらしてください。	Please call on me when it is convenient for you.#ID=70446_124549
A: 都会生活と田園生活とは対照的な相違がある。	There is a great contrast between city life and country life.#ID=279437_124557
A: 途中で交通渋滞に遭った。	We met a traffic jam on the way.#ID=279414_124580
A: 電話番号は、２３４―６８６８で、部屋は１２２８号室です。	The telephone number is 234-6868, and my room is 1228.#ID=279370_124624
A: 電話番号、２２３―１３７４、ですよね？	Is this 223-1374?#ID=279368_124625
A: 電話がまた鳴っても、無視するつもりだ。	If the phone rings again, I will ignore it.#ID=279244_124750
A: 電灯を点けてくれ。何も見えないよ。	Switch on the light. I can't see anything.#ID=279232_124761
A: 電車は何時に出発しますか。	What time does the train depart?#ID=279209_124784
A: 電車にテニスラケットを忘れてきた。	I left my tennis racket on the train.#ID=279181_124812
A: 田中は今、席を外しております。	Mr Tanaka is not at his desk right now.#ID=279118_124875
A: スミスさんは自分のマイペースな馬を田舎道で走らせた。	Mr. Smith ran his sluggish horse along the country roads.#ID=279103_124889
A: 田森は、１９４５年すなわち第二次世界大戦が終わった年に生まれた。	Tamori was born in 1945, that is, when World War II ended.#ID=279104_124890
A: 点滴が石をうがつ。	Constant dripping wears away a stone.#ID=279051_124942
A: 店の大部分は十時に閉店する。	The shops are for the most part closed at ten o'clock.#ID=279011_124982
A: 店はその雑誌の在庫を売り尽くしました。	The shop had sold out its stock of that magazine.#ID=461950_124983
A: 展示されている宝石が消えた。	The jewels on display disappeared.#ID=278986_125007
A: 天文学者で数学者であった、J.ケプラーは、惑星とその運動についての研究をした。	J. Kepler, astronomer and mathematician, made a study of planets and their movements.#ID=278980_125013
A: 彼は天寿を全うした。	He lived to a ripe old age.#ID=278970_125023
A: 締め切りまでにあまり時間が無くてすいません。	I'm sorry for the short deadline.#ID=278599_125394
A: 部長が提案を受け入れました。	The section chief accepted the proposal.#ID=278583_125409
A: 弟は部屋をちらかしっぱなしにしている。	My brother leaves his room in a mess.#ID=278573_125420
A: 弟はサンディエゴに住んでいます。	My brother is living in San Diego.#ID=278559_125435
A: 弟の乱暴はこのごろ目に余る。	My brother has been much too rowdy lately.#ID=278538_125454
A: 弟は12歳です。	My kid brother is twelve.#ID=278539_125455
A: 僕は庭をつっきて近道をするぞ。	I'll take a shortcut across the garden.#ID=278512_125480
A: そこに立ったかれはあたかも悪鬼のようだった。	As he stood there he might have been a fiend.#ID=278462_125530
A: 直射日光から目を守った方がいい。	We had better protect our eyes from direct sunlight.#ID=278246_125745
A: 鳥は時たま、飛行機の障害となって事故の原因となることがある。	Birds sometimes cause accidents by getting in the way of airplanes.#ID=278200_125792
A: 鳥に餌をやれ！	Feed the bird!#ID=278184_125808
A: 大輔は頂上に登った。	Daisuke climbed to the summit.#ID=278150_125842
A: 長くても４日しか待てませんよ。	I can wait four days at the longest.#ID=278084_125908
A: 長かった戦争がやっと終わった。	The long war came to an end at last.#ID=278077_125915
A: 長い間、人間は病気と戦ってきた。	For ages, man has been fighting against disease.#ID=278022_125970
A: 町までわずか２マイルだ。	It is no more than two miles to the town.#ID=277852_126140
A: 朝食用のパンはぎりぎり足りる。	We have barely enough bread for breakfast.#ID=277821_126171
A: ジョンさんはよく朝食を急いで食べます。	John often has a quick breakfast.#ID=277803_126189
A: 朝起きは三文の徳。	The early bird catches the worm.#ID=2348_126220
A: 朝は茶色トーストがいいです。	I like brown toast in the morning.#ID=277767_126226
A: もうすぐ、トムの貯金が底を突く。	Tom's savings will soon run out.#ID=1537716_126283
A: 虫ですら向かってくるものだ。	Even a worm will turn.#ID=277672_126320
A: 注文を確認しました。	I confirmed the order.#ID=1538273_126326
A: 注意深く観察すれば違いがわかるでしょう。	A careful observation will show you the difference.#ID=277656_126335
A: 彼女は中年の都会派プロフェッショナルでした。	She was a middle-aged urban professional.#ID=277549_126441
A: 中東の石油価格は１バレル当たり５ドルほど跳ね上がりました。	Middle Eastern oil prices jumped by five dollars per barrel.#ID=277544_126446
A: トムさんは中国旅行を楽しみに待っています。	Tom is anticipating his trip to China.#ID=277518_126472
A: 中国語で10まで数えられますか？	Can you count to ten in Chinese?#ID=277506_126484
A: 中国の人口は日本の約8倍です。	The population of China is about eight times as large as that of Japan.#ID=277491_126499
A: バスの中ほどへ詰めて下さい。	Move into the bus, please!#ID=277468_126552
A: 中に入れて。	Let me in.#ID=277466_126559
A: お茶碗一杯のご飯は約、１８０ｇです。	A bowl of rice is about 180 grams.#ID=277432_126616
A: 学校に遅刻しそう！	I'll be late for school!#ID=277400_126691
A: 遅れまして、誠に申し訳ありません。	I'm awfully sorry that I was late.#ID=277392_126698
A: 遅れてはいけない。	We mustn't be late.#ID=277381_126709
A: 池が干上がった。	The pond has dried up.#ID=277294_126796
A: 地平線の彼方に日が沈みかけている。	The sun is setting below the horizon.#ID=275083_126841
A: 地図上のこの点々は何を表しているのですか。	What do these dots represent on the map?#ID=277239_126851
A: 地図を折りたたんでください。	Fold up the map.#ID=277237_126853
A: 地図を描いていただけませんか。	Could you draw a map for me?#ID=277236_126854
A: この地図で教えていただけますか。	Will you show me on this map, please?#ID=277226_126864
A: 地元のチームは勝った。	The home team won.#ID=277170_126920
A: 地球的規模の気候の変化が原因で恐竜が絶滅したのかもしれない。	Global climatic changes may have been responsible for the extinction of the dinosaurs.#ID=277162_126928
A: 地球を回る軌道上にはいくつの衛星が打ち上げられてますか。	How many satellites have been put into orbit round the earth?#ID=277148_126942
A: 都市の観光地図はありますか。	Do you have a guide map of the city?#ID=277079_127011
A: 知らなかったの？	Didn't you know that?#ID=277012_127078
A: トムは知らない人にほえるように犬をしつけた。	Tom trained his dog to bark at strangers.#ID=277007_127083
A: その知らせは、彼女にとって非常に驚くべきことであった。	The news was very surprising to her.#ID=276993_127097
A: 知ってさえいれば、知っているかぎりお話しするのですが・・・。	If only I knew, I would tell you all that I knew.#ID=276988_127102
A: 値段は聞きましたか。	Did you ask the price?#ID=276975_127114
A: 私たちは物価を注目しなかった。	The price did not enter into our consideration.#ID=276958_127131
A: 男性が一家の主であるということはアメリカ社会に当てはまる。	It is true of American society that the male is the head of the household.#ID=276925_127164
A: 男の子はいたずらが好きである。	Boys are fond of mischief.#ID=276824_127265
