Word	Reading	JLPT	Meaning
下さる	くださる	JLPT N3	[Godan verb - aru special class] 1. to give; to confer; to bestow {Honorific or respectful (sonkeigo), Usually written using kana alone} 2. to kindly do for one; to oblige; to favour; to favor {Honorific or respectful (sonkeigo), Usually written using kana alone}
下り	くだり	JLPT N3	[Noun, Noun - used as a suffix] 1. down-train (going away from Tokyo) 2. down-slope; downward going
苦痛	くつう	JLPT N3	[Na-adjective, Noun, No-adjective] 1. pain; agony; bitterness
ぐっすり	ぐっすり	JLPT N3	[Adverb, Adverb taking the 'to' particle] 1. sound asleep; fast asleep {Onomatopoeic or mimetic word} | Other forms: グッスリ
区別	くべつ	JLPT N3	[Noun, Suru verb] 1. distinction; differentiation; classification | Other forms: 區別 【くべつ】 [Notes] 區別: Out-dated kanji.
組	くみ	JLPT N3	[Noun, Noun - used as a suffix] 1. set (of items) {pronounced ぐみ as a suffix} 2. group (of people); class (of students); company (esp. construction); family (i.e. mafia); team [Noun] 3. typesetting; composition | Other forms: 組み 【くみ】
組合	くみあい	JLPT N3	[Noun] 1. association; union; guild | Other forms: 組み合い 【くみあい】
組む	くむ	JLPT N3	[Godan verb with mu ending] 1. to cross (legs or arms); to link (arms) 2. to put together; to construct; to assemble; to produce (e.g. TV program) 3. to braid; to plait 4. to grapple; to wrestle 5. to unite; to join; to link up; to form an alliance 6. to set (e.g. type) 7. to issue (e.g. money order)
曇り	くもり	JLPT N5	[Noun] 1. cloudiness; cloudy weather; shadow | Other forms: 曇 【くもり】
位	くらい	JLPT N3	[Adverb, Suffix] 1. throne; crown; (nobleman's) seat {orig. from 座居, meaning "seat"} 2. government position; court rank {See also 位階} 3. social standing; rank; class; echelon; rung [Noun] 4. grade (of quality, etc.); level; tier; rank 5. digit (e.g. the tens, the hundreds, etc.); place {See also 桁} 6. degree; extent; amount {See also どの位}
暮らし	くらし	JLPT N3	[Noun, Noun - used as a suffix] 1. life; living; livelihood; life circumstances {usu. ぐらし as a suffix} | Other forms: 暮し 【くらし】
クラシック	クラシック	JLPT N3	[Noun] 1. classical music {Abbreviation, See also クラシック音楽} [Na-adjective] 2. classic; classical [Noun] 3. (the) classics | Other forms: クラッシック、クラッシク
暮らす	くらす	JLPT N3	[Godan verb with su ending, intransitive verb] 1. to live; to get along 2. to spend (time) | Other forms: 暮す 【くらす】
グラス	グラス	JLPT N3	[Noun] 1. glass (drinking vessel) 2. glass {See also 硝子 ガラス} 3. glasses 4. grass
グランド	グランド	JLPT N3	[No-adjective] 1. large {From French “grand”} [Noun] 2. gland {Only applies to グランド} 3. ground (e.g. land, electrical, base material of textiles, etc.) {Only applies to グランド, See also グラウンド} [Wikipedia definition] 4. Grand | Other forms: グラン
クリーム	クリーム	JLPT N3	[Noun] 1. cream [Notes] クリーム: gai1, ichi1.
繰り返す	くりかえす	JLPT N3	[Godan verb with su ending, Transitive verb, intransitive verb] 1. to repeat; to do something over again | Other forms: くり返す 【くりかえす】、繰りかえす 【くりかえす】、繰返す 【くりかえす】
クリスマス	クリスマス	JLPT N3	[Noun] 1. Christmas [Notes] クリスマス: gai1, ichi1.
グループ	グループ	JLPT N3	[Noun] 1. group (usu. of people) [Wikipedia definition] 2. Group [Notes] グループ: gai1, ichi1.
狂う	くるう	JLPT N3	[Godan verb with u ending, intransitive verb] 1. to go mad 2. to get out of order; to go amiss
苦しい	くるしい	JLPT N3	[I-adjective] 1. painful; difficult; agonizing 2. needy; tight (budget); straitened (circumstances) {See also 苦しい懐 くるしいふところ} 3. forced (smile, joke); lame (excuse); strained (interpretation) {See also 苦しい言い訳 くるしいいいわけ} 4. awkward (situation); painful (position) [Suffix, I-adjective] 5. (after masu stem) hard to do; unpleasant {See also 寝苦しい ねぐるしい, See also 聞き苦しい ききぐるしい, See also 見苦しい みぐるしい, often ぐるしい}
苦しむ	くるしむ	JLPT N3	[Godan verb with mu ending, intransitive verb] 1. to suffer; to groan; to be worried
暮れ	くれ	JLPT N3	[Temporal noun, No-adjective, Noun - used as a suffix] 1. sunset; sundown; nightfall; dusk {Antonym: 明け} 2. end; close 3. year-end; end of the year | Other forms: 暮 【くれ】 [Notes] 暮: Irregular okurigana usage.
苦労	くろう	JLPT N3	[Na-adjective, Noun, Suru verb] 1. troubles; hardships | Other forms: 苦勞 【くろう】 [Notes] 苦勞: Out-dated kanji.
詳しい	くわしい	JLPT N3	[I-adjective] 1. detailed; full; accurate 2. knowing very well; well-acquainted; well-informed {Antonym: 疎い} | Other forms: 精しい 【くわしい】、委しい 【くわしい】
加わる	くわわる	JLPT N3	[Godan verb with ru ending, intransitive verb] 1. to be added to; to be appended 2. to join in (e.g. a group of friends); to participate 3. to increase (e.g. heat); to gain in (e.g. influence); to grow; to gather (speed) 4. to be applied (e.g. heat, pressure); to be exerted
訓	くん	JLPT N3	[Noun] 1. native Japanese reading (rendering) of a Chinese character {See also 音 おん} | Other forms: 訓 【くに】 [Notes] くに: Out-dated or obsolete kana usage.
軍	ぐん	JLPT N3	[Noun, Noun - used as a suffix] 1. army; force; troops
軍隊	ぐんたい	JLPT N3	[Noun] 1. armed forces; military; troops
訓練	くんれん	JLPT N3	[Noun, Suru verb] 1. practice; practising; training | Other forms: 訓連 【くんれん】 [Notes] 訓連: Irregular kanji usage.
下	げ	JLPT N3	[Noun] 1. lowness (of degree, value, etc.); inferiority 2. second volume (of two); third volume (of three) {See also 下巻, Antonym: 上 じょう}
ケース	ケース	JLPT N3	[Noun] 1. case (e.g. receptacle, condition, event, legal action, letter style, etc.) 2. Computer-Aided Software Engineering; CASE {Computer terminology} [Wikipedia definition] 3. Case | Other forms: ケイス
ゲーム	ゲーム	JLPT N3	[Noun] 1. game {See also コンピュータゲーム} [Notes] ゲーム: gai1, ichi1.
敬意	けいい	JLPT N3	[Noun] 1. respect; honour; honor
経営	けいえい	JLPT N3	[Noun, Suru verb] 1. management; administration; operation; running (business); conducting
計画	けいかく	JLPT N3	[Noun, Suru verb] 1. plan; project; schedule; scheme; program; programme
景気	けいき	JLPT N3	[Noun] 1. condition; state; business (condition)
経験	けいけん	JLPT N3	[Noun, Suru verb] 1. experience
傾向	けいこう	JLPT N3	[Noun, Suru verb] 1. tendency; trend; inclination
警告	けいこく	JLPT N3	[Noun, Suru verb, No-adjective] 1. warning; advice
計算	けいさん	JLPT N3	[Noun, Suru verb] 1. calculation; reckoning; count 2. forecast
刑事	けいじ	JLPT N3	[Noun] 1. (police) detective [Noun, Noun or verb acting prenominally] 2. criminal matter
掲示	けいじ	JLPT N3	[Noun, Suru verb] 1. notice; bulletin; post; posting; placard
芸術	げいじゅつ	JLPT N3	[Noun] 1. (fine) art; the arts | Other forms: 藝術 【げいじゅつ】
契約	けいやく	JLPT N3	[Noun, Suru verb] 1. contract; compact; agreement
経由	けいゆ	JLPT N3	[Adverbial noun] 1. through; by way of; via [Suru verb] 2. to go via; to go by way of | Other forms: 経由 【けいゆう】
怪我	けが	JLPT N3	[Noun, Suru verb] 1. injury (to animate object); hurt {Usually written using kana alone} | Other forms: ケガ
劇	げき	JLPT N3	[Noun] 1. drama; play 2. powerful drug {Abbreviation, abbr of 劇薬}
劇場	げきじょう	JLPT N3	[Noun, No-adjective] 1. theatre; theater; playhouse
化粧	けしょう	JLPT N3	[Noun, Suru verb] 1. make-up; makeup; cosmetics | Other forms: 化粧 【けわい】、化粧 【けそう】、仮粧 【けしょう】、仮粧 【けわい】、仮粧 【けそう】 [Notes] けそう: Out-dated or obsolete kana usage. けそう: Out-dated or obsolete kana usage.
ケチ	ケチ	JLPT N3	[Noun, Na-adjective] 1. stinginess; miserliness; penny-pinching; cheeseparing; miser; pinchpenny; skinflint; cheapskate; tightwad; niggard {See also 吝嗇 りんしょく, also written 吝嗇} 2. shabby; cheap; mangy; poor 3. petty; narrow-minded; quibbling; mean-spirited 4. bad luck; ill omen; glitch | Other forms: けち
結果	けっか	JLPT N3	[Adverbial noun, Temporal noun] 1. result; consequence; outcome; effect [Noun, Suru verb] 2. coming to fruition; bearing fruit
欠陥	けっかん	JLPT N3	[Noun] 1. defect; fault; deficiency; deformity 2. shortage; gap
結局	けっきょく	JLPT N3	[Adverbial noun] 1. after all; eventually; in the end [Noun, No-adjective] 2. conclusion; end {See also 結局のところ} [Noun] 3. ending of a game of Go
決心	けっしん	JLPT N3	[Noun, Suru verb] 1. determination; resolution
欠席	けっせき	JLPT N3	[Noun, Suru verb] 1. absence; non-attendance
決定	けってい	JLPT N3	[Noun, Suru verb] 1. decision; determination
欠点	けってん	JLPT N3	[Noun] 1. fault; defect; flaw; weak point; weakness; shortcoming; drawback {Antonym: 美点} 2. failure (in an examination); failing grade
月曜	げつよう	JLPT N3	[Adverbial noun, Temporal noun] 1. Monday
結論	けつろん	JLPT N3	[Noun, Suru verb, No-adjective] 1. conclusion
煙	けむり	JLPT N3	[Noun] 1. smoke; fumes | Other forms: 煙 【けぶり】、煙 【けむ】、煙 【けぶ】、烟 【けむり】、烟 【けぶり】、烟 【けむ】、烟 【けぶ】 [Notes] けむり: ichi1, news1, nf07. 煙: ichi1, news1, nf07. 煙: ichi1, news1, nf07. 煙: ichi1, news1, nf07. 煙: ichi1, news1, nf07. けむり: ichi1, news1, nf07.
券	けん	JLPT N3	[Noun, Noun - used as a suffix] 1. ticket; coupon; bond; certificate
県	けん	JLPT N3	[Noun] 1. prefecture (of Japan) 2. county (of China) | Other forms: 縣 【けん】 [Notes] 縣: Out-dated kanji.
軒	けん	JLPT N3	[Suffix, Counter] 1. counter for buildings (esp. houses) [Suffix] 2. suffix for a pen name, stage name, etc.
喧嘩	けんか	JLPT N4	[Noun, Suru verb] 1. quarrel; brawl; fight; squabble; scuffle; argument | Other forms: 諠譁 【けんか】、ケンカ
見解	けんかい	JLPT N3	[Noun] 1. opinion; point of view
限界	げんかい	JLPT N3	[Noun, No-adjective] 1. limit; bound
現金	げんきん	JLPT N3	[Noun] 1. cash; ready money; money on hand; currency [Na-adjective] 2. mercenary; self-interested; calculating
言語	げんご	JLPT N3	[Noun] 1. language {linguistics terminology} | Other forms: 言語 【ごんご】、言語 【げんきょ】 [Notes] げんきょ: Out-dated or obsolete kana usage.
健康	けんこう	JLPT N3	[Na-adjective, Noun] 1. health; sound; wholesome
検査	けんさ	JLPT N3	[Noun, Suru verb] 1. inspection (e.g. customs, factory); examination; scan (e.g. MRI, PET, etc.)
現在	げんざい	JLPT N3	[Adverbial noun, Temporal noun] 1. now; current; present; present time; as of
現実	げんじつ	JLPT N3	[Noun] 1. reality; actuality; hard fact {See also 理想}
現象	げんしょう	JLPT N3	[Noun] 1. phenomenon
現状	げんじょう	JLPT N3	[Noun, No-adjective] 1. present condition; existing state; status quo; current state
建設	けんせつ	JLPT N3	[Noun, Suru verb] 1. construction; establishment
現代	げんだい	JLPT N3	[No-adjective, Adverbial noun, Noun] 1. nowadays; modern era; modern times; present-day
建築	けんちく	JLPT N3	[Noun, Suru verb] 1. construction; architecture (of buildings)
検討	けんとう	JLPT N3	[Noun, Suru verb] 1. consideration; examination; investigation; study; scrutiny; discussion; analysis; review
検討	けんとう	JLPT N3	[Noun, Suru verb] 1. consideration; examination; investigation; study; scrutiny; discussion; analysis; review
見当	けんとう	JLPT N3	[Noun] 1. aim; mark; estimate; guess; approximation; direction
現場	げんば	JLPT N3	[Noun] 1. actual spot; scene; scene of the crime; site; location; setting {See also 現地, See also 現場を押さえる げんばをおさえる} 2. shop floor; factory floor; (on) site {Only applies to げんば} | Other forms: 現場 【げんじょう】
憲法	けんぽう	JLPT N3	[Noun, No-adjective] 1. constitution
権利	けんり	JLPT N3	[Noun] 1. right; privilege
後	ご	JLPT N3	[Suffix] 1. after {See also 午後} | Other forms: 后 【ご】 [Notes] 后: Out-dated kanji.
御	ご	JLPT N3	[Prefix] 1. honorific/polite/humble prefix {Honorific or respectful (sonkeigo), Polite (teineigo), Humble (kenjougo), Usually written using kana alone, See also 御 お, usu. before a term with an on-yomi reading} [Suffix] 2. honorific suffix {Honorific or respectful (sonkeigo), after a noun indicating a person}
語	ご	JLPT N3	[Noun, Noun - used as a suffix] 1. language 2. word
コーチ	コーチ	JLPT N3	[Noun, Suru verb] 1. coach
コード	コード	JLPT N3	[Noun] 1. code 2. cord 3. chord
ゴール	ゴール	JLPT N3	[Noun, Suru verb] 1. goal; basket (basketball); finishing line; winning post {Sports term} [Noun] 2. Gaul {See also ガリア} [Place] 3. Gol; Gall; Gaul; Gohl; Gorr
恋	こい	JLPT N3	[Noun] 1. (romantic) love | Other forms: 戀 【こい】、孤悲 【こい】 [Notes] 戀: Out-dated kanji. 孤悲: Out-dated kanji.
濃い	こい	JLPT N3	[I-adjective] 1. deep (colour); dark 2. strong (flavour, smell, etc.) 3. thick (consistency); dense 4. strong (possibility, etc.) 5. thick (i.e. "as thick as thieves"); close; deep (love, etc.)
恋人	こいびと	JLPT N3	[Noun] 1. lover; sweetheart
幸運	こううん	JLPT N3	[Na-adjective, Noun] 1. good luck; fortune | Other forms: 好運 【こううん】
講演	こうえん	JLPT N3	[Noun, Suru verb] 1. lecture; address; speech
講演	こうえん	JLPT N3	[Noun, Suru verb] 1. lecture; address; speech
効果	こうか	JLPT N3	[Noun, No-adjective] 1. effect; effectiveness; efficacy; result [Noun] 2. effects (e.g. sound effects, visual effects, special effects) {See also 音響効果 おんきょうこうか}
硬貨	こうか	JLPT N3	[Noun] 1. coin 2. hard currency {See also 軟貨}
高価	こうか	JLPT N3	[Na-adjective, Noun] 1. high price
豪華	ごうか	JLPT N3	[Na-adjective, Noun] 1. wonderful; gorgeous; splendor; splendour; pomp; extravagance
合格	ごうかく	JLPT N3	[Noun, Suru verb] 1. success; passing (e.g. exam); eligibility
交換	こうかん	JLPT N3	[Noun, Suru verb] 1. exchange; interchange; switching; reciprocity; barter; substitution; replacement; clearing (of checks, cheques)
航空	こうくう	JLPT N3	[Noun, No-adjective] 1. aviation; flying
光景	こうけい	JLPT N3	[Noun] 1. scene; spectacle; sight; view
合計	ごうけい	JLPT N3	[Noun, Suru verb] 1. sum total; total amount
攻撃	こうげき	JLPT N3	[Noun, Suru verb] 1. attack; strike; offensive {See also 守備} 2. criticism; censure; denunciation; condemnation [Wikipedia definition] 3. Attack
貢献	こうけん	JLPT N3	[Noun, Suru verb] 1. contribution (furthering a goal or cause); services (to a cause) [Notes] こうけん: news1, nf02. 貢献: news1, nf02.
広告	こうこく	JLPT N3	[Noun, Suru verb, No-adjective] 1. advertisement
交際	こうさい	JLPT N3	[Noun, Suru verb] 1. company; friendship; association; society; acquaintance
後者	こうしゃ	JLPT N3	[Noun, No-adjective] 1. the latter
構成	こうせい	JLPT N3	[Noun, Suru verb, No-adjective] 1. organization; organisation; configuration; composition
高速	こうそく	JLPT N3	[Na-adjective, Noun, No-adjective] 1. high speed; high gear 2. highway; freeway; expressway; motorway {Abbreviation, See also 高速道路}
